time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004419,-0.1580,-0.0510,-0.2560,0.305
0.005417,-0.1490,-0.0310,-0.4590,0.484
0.006152,-0.1250,0.0010,-0.5270,0.542
0.007012,-0.0760,0.0400,-0.4720,0.480
0.013708,-0.0220,0.0260,-0.3500,0.352
0.015235,0.0650,0.0280,-0.1870,0.200
0.028069,0.1340,-0.0330,0.0440,0.145
0.029130,0.1580,-0.0550,0.3020,0.345
0.029785,0.1850,-0.0370,0.5470,0.579
0.038358,0.2370,-0.0740,0.6960,0.739
0.039349,0.2470,-0.0990,0.7910,0.835
0.046992,0.2390,-0.0980,0.8460,0.885
0.048034,0.2690,-0.0720,0.8050,0.852
0.052809,0.2270,-0.0750,0.6960,0.736
0.060056,0.1820,-0.0650,0.5190,0.554
0.063915,0.1490,-0.0300,0.3290,0.362
0.067147,0.1010,-0.0080,0.0980,0.141
0.071629,0.0800,-0.0010,-0.0640,0.102
0.076643,0.0180,0.0180,-0.1860,0.188
0.081148,0.0000,0.0400,-0.3080,0.311
0.085839,-0.0150,0.0370,-0.3350,0.337
0.094062,0.0110,0.0470,-0.2810,0.285
0.095398,0.0500,0.0280,-0.2400,0.247
0.102372,0.0790,0.0130,-0.1710,0.189
0.109499,0.1380,0.0120,-0.1170,0.181
0.110583,0.1820,-0.0020,-0.0760,0.197
0.113939,0.2380,-0.0030,-0.0760,0.250
0.118799,0.2250,-0.0180,-0.0760,0.238
0.126976,0.2270,-0.0060,-0.0620,0.235
0.128136,0.1870,-0.0210,-0.0890,0.208
0.141487,0.1490,-0.0340,-0.1030,0.184
0.142584,0.1200,-0.0080,-0.1300,0.177
0.143442,0.0780,-0.0240,-0.1430,0.165
0.147801,0.0500,-0.0390,-0.1700,0.181
0.152591,0.0580,-0.0260,-0.1840,0.195
0.156440,0.0430,-0.0680,-0.2250,0.239
0.161354,0.0570,-0.0830,-0.2520,0.271
0.168544,0.0300,-0.0840,-0.2380,0.254
0.171279,0.0540,-0.0800,-0.2520,0.270
0.176420,0.0280,-0.0670,-0.2380,0.249
0.180725,0.0290,-0.0670,-0.2250,0.237
0.185247,0.0440,-0.0670,-0.2250,0.239
0.189909,0.0410,-0.0510,-0.1980,0.209
