time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002107,-0.2250,0.0710,-0.4700,0.526
0.002648,-0.1970,0.0930,-0.4680,0.516
0.005173,-0.1580,0.1320,-0.4130,0.461
0.009517,-0.0940,0.1180,-0.3180,0.352
0.013945,-0.0520,0.0830,-0.1790,0.204
0.018978,-0.0270,0.0570,-0.0700,0.094
0.023988,-0.0280,0.0190,0.0360,0.049
0.028799,0.0390,0.0080,0.1310,0.137
0.033092,0.0870,-0.0110,0.1820,0.202
0.037973,0.1140,-0.0350,0.1680,0.206
0.042540,0.1430,-0.0200,0.1130,0.183
0.047265,0.1300,-0.0040,0.0580,0.142
0.051958,0.1100,0.0220,0.0030,0.112
0.057083,0.0970,0.0360,0.0030,0.104
0.061411,0.0710,0.0510,-0.0100,0.088
0.066058,0.0590,0.0520,-0.0240,0.082
0.071195,0.0310,0.0230,-0.0510,0.064
0.080805,0.0590,0.0370,-0.0240,0.074
0.081295,0.0460,0.0380,0.0160,0.062
0.085381,0.0190,0.0120,0.0700,0.074
0.091082,0.0310,0.0140,0.0830,0.090
0.094458,0.0440,0.0280,0.1230,0.134
0.099735,0.0440,0.0150,0.1100,0.119
0.104339,0.0440,0.0010,0.1230,0.131
0.108789,0.0160,-0.0210,0.1490,0.151
0.115087,-0.0110,0.0050,0.1350,0.136
0.118303,-0.0250,0.0040,0.1360,0.138
0.123424,-0.0530,0.0030,0.1220,0.133
0.128705,-0.0500,0.0030,0.0820,0.096
0.132415,-0.0500,0.0010,0.0280,0.057
0.137262,-0.0500,0.0000,-0.0250,0.056
0.142087,-0.0510,0.0240,-0.0650,0.086
0.147724,-0.0470,0.0050,-0.1310,0.139
0.151835,-0.0610,0.0030,-0.1710,0.182
0.156262,-0.0750,-0.0110,-0.1980,0.212
0.161985,-0.0620,-0.0520,-0.1840,0.201
0.166014,-0.0710,-0.0770,-0.1440,0.178
0.170442,-0.0440,-0.0770,-0.1030,0.136
0.177986,-0.0450,-0.0620,-0.0360,0.085
0.180820,-0.0450,-0.0470,0.0310,0.072
0.184838,-0.0430,-0.0280,0.1110,0.122
