time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002280,0.3380,0.0170,-0.4110,0.532
0.002856,0.5070,0.1250,-0.3570,0.633
0.007167,0.2570,0.0700,-0.3300,0.424
0.011854,0.1210,0.0790,-0.2620,0.299
0.016383,0.1160,0.0640,-0.2090,0.247
0.021152,0.1260,0.0900,-0.1550,0.219
0.026136,0.1610,0.1160,-0.1010,0.223
0.031942,0.0550,0.1090,-0.0740,0.143
0.035319,0.0180,0.0930,-0.0470,0.106
0.040161,-0.0320,0.0790,-0.0200,0.088
0.044915,-0.0570,0.0640,0.0060,0.086
0.049402,-0.0650,-0.0040,0.0460,0.080
0.054344,-0.0640,-0.0320,0.1000,0.123
0.060951,-0.0770,-0.0600,0.1140,0.150
0.064580,-0.1030,-0.1020,0.1140,0.184
0.068634,-0.1080,-0.0850,0.0590,0.150
0.073398,-0.0920,-0.1130,0.0180,0.147
0.078156,-0.0920,-0.1000,-0.0080,0.136
0.083106,-0.0780,-0.1270,-0.0220,0.151
0.087511,-0.0480,-0.1070,-0.0210,0.119
0.092241,-0.0230,-0.0920,-0.0340,0.101
0.097767,0.0150,-0.0910,-0.0340,0.098
0.101738,0.0120,-0.0490,-0.0340,0.061
0.106402,0.0470,-0.0190,-0.0200,0.054
0.111251,0.0300,-0.0170,0.0210,0.040
0.115991,0.0680,-0.0020,0.0480,0.083
0.120863,0.0930,-0.0010,0.0620,0.112
0.125680,0.0980,0.0000,0.0620,0.116
0.130517,0.0690,0.0130,0.0630,0.094
0.135043,0.0830,0.0410,0.0630,0.112
0.139351,0.0970,0.0400,0.0350,0.111
0.144428,0.0400,0.0240,0.0210,0.051
0.149027,0.0410,0.0230,-0.0190,0.051
0.153852,0.0560,0.0090,-0.0460,0.073
0.160366,0.0290,0.0070,-0.0460,0.055
0.163784,0.0280,-0.0060,-0.0600,0.066
0.168349,0.0150,-0.0070,-0.0870,0.089
0.172763,-0.0110,-0.0080,-0.0740,0.075
0.177630,-0.0100,-0.0230,-0.0600,0.065
0.182356,0.0020,-0.0080,-0.0740,0.074
0.187062,0.0020,0.0040,-0.0470,0.047
0.191818,-0.0110,-0.0090,-0.0330,0.036
0.197345,0.0150,-0.0090,-0.0190,0.026
0.201317,0.0010,0.0040,0.0200,0.020
0.205938,0.0140,0.0040,0.0210,0.026
0.210980,0.0130,-0.0080,0.0480,0.050
0.215443,0.0000,0.0050,0.0480,0.048
0.220118,0.0120,-0.0070,0.0480,0.050
0.224858,0.0110,0.0190,0.0620,0.066
0.230077,0.0240,0.0200,0.0480,0.057
0.234312,-0.0030,-0.0060,0.0350,0.036
0.239018,0.0090,-0.0060,0.0350,0.037
