time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003071,0.1187,0.2604,-1.6588,1.683
0.003543,0.1276,0.1881,-1.2950,1.315
0.007352,0.1050,0.1104,-0.6812,0.698
0.014709,0.0317,0.0112,-0.0799,0.087
0.016563,-0.0217,-0.0775,0.4250,0.433
0.026661,-0.0563,-0.1147,0.7465,0.757
0.027107,-0.0584,-0.1302,0.8975,0.909
0.032312,-0.0476,-0.1196,0.8532,0.863
0.037449,-0.0376,-0.0827,0.5983,0.605
0.043137,-0.0237,-0.0377,0.2776,0.281
0.047304,-0.0147,0.0162,0.0190,0.029
0.051983,0.0038,0.0419,-0.2161,0.220
0.056803,0.0128,0.0591,-0.3296,0.335
0.062166,0.0222,0.0583,-0.2811,0.288
0.068364,0.0223,0.0253,-0.1533,0.157
0.072450,0.0179,-0.0023,0.0100,0.021
0.079093,0.0182,-0.0345,0.1424,0.148
0.083051,0.0136,-0.0432,0.2067,0.212
0.088394,0.0138,-0.0618,0.2182,0.227
0.092921,0.0089,-0.0569,0.1635,0.173
0.097960,-0.0006,-0.0380,0.1049,0.112
0.102748,0.0088,-0.0286,0.0284,0.041
0.108241,0.0134,-0.0237,0.0049,0.028
0.115180,0.0132,-0.0281,0.0290,0.042
0.118787,0.0179,-0.0322,0.0338,0.050
0.122547,0.0319,-0.0223,0.0905,0.099
0.128735,0.0363,-0.0268,0.1087,0.118
0.137610,0.0123,-0.0362,0.0888,0.097
0.138292,0.0170,-0.0221,0.0597,0.066
0.144360,0.0217,-0.0269,0.0121,0.037
0.153822,0.0121,-0.0269,0.0029,0.030
0.154441,-0.0115,-0.0079,-0.0062,0.015
0.157338,0.0030,0.0063,-0.0056,0.009
0.162938,0.0126,-0.0128,0.0232,0.029
0.172701,0.0079,-0.0128,0.0612,0.063
0.173221,0.0174,-0.0034,0.0751,0.077
0.179825,0.0174,-0.0177,0.0699,0.074
0.183382,0.0315,-0.0130,0.0647,0.073
0.187976,0.0311,-0.0084,0.0644,0.072
0.193023,0.0167,-0.0132,0.0498,0.054
0.199258,0.0166,-0.0086,0.0449,0.049
0.207048,0.0259,-0.0040,0.0543,0.060
0.210542,0.0257,-0.0042,0.0588,0.064
0.220671,0.0209,0.0051,0.0443,0.049
0.221429,0.0113,-0.0095,0.0679,0.069
0.226717,0.0065,-0.0001,0.0628,0.063
0.228512,0.0208,-0.0098,0.0482,0.053
0.233086,0.0207,-0.0147,0.0528,0.059
0.238341,0.0207,0.0090,0.0526,0.057
0.242584,0.0159,0.0039,0.0572,0.059
0.249021,0.0159,-0.0010,0.0711,0.073
0.254585,0.0207,0.0084,0.0802,0.083
0.262565,0.0112,-0.0061,0.0798,0.081
0.263130,0.0066,-0.0062,0.0983,0.099
0.267801,0.0115,-0.0062,0.0929,0.094
0.274587,0.0020,-0.0158,0.0923,0.094
0.279377,0.0022,-0.0016,0.0870,0.087
0.284309,-0.0025,-0.0160,0.0770,0.079
0.289374,0.0023,-0.0113,0.0814,0.082
0.293059,0.0024,-0.0115,0.0525,0.054
0.299736,-0.0072,-0.0117,0.0570,0.059
0.306461,-0.0119,-0.0167,0.0378,0.043
0.308771,-0.0117,-0.0170,0.0141,0.025
0.313022,-0.0020,-0.0078,0.0332,0.034
