time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001855,0.3670,-0.1200,1.4160,1.468
0.005021,0.4110,-0.0980,0.9980,1.084
0.012141,0.3400,-0.0530,0.5940,0.686
0.017122,0.2440,-0.0050,0.2170,0.327
0.020119,0.1640,0.0430,-0.1450,0.223
0.024104,0.1120,0.1200,-0.4810,0.508
0.029981,0.0800,0.1140,-0.7310,0.744
0.033658,0.0440,0.0720,-0.9310,0.935
0.042911,0.0260,0.0780,-1.0650,1.068
0.046054,0.0370,0.0460,-1.1050,1.107
0.047805,0.0680,0.0020,-0.9920,0.994
0.058767,0.1110,0.0430,-0.8290,0.838
0.059477,0.1690,0.0890,-0.5710,0.602
0.062538,0.2440,0.1370,-0.3280,0.431
0.067044,0.2600,0.1740,-0.0680,0.320
0.071808,0.2520,0.1950,0.1200,0.340
0.076165,0.2320,0.2170,0.3220,0.452
0.084464,0.1720,0.2100,0.4700,0.543
0.085773,0.1320,0.1720,0.5920,0.630
0.090245,0.0830,0.1340,0.6450,0.664
0.095004,0.0590,0.0800,0.6720,0.679
0.099928,0.0200,0.0650,0.6590,0.662
0.104522,-0.0170,0.0270,0.5900,0.591
0.109640,0.0060,-0.0040,0.5090,0.509
0.114114,0.0160,-0.0250,0.3890,0.390
0.118737,0.0240,-0.0330,0.2680,0.271
0.123495,0.0310,-0.0110,0.1470,0.151
0.128262,0.0390,-0.0590,0.0130,0.072
0.132990,0.0490,-0.0530,-0.1070,0.129
0.138223,0.0470,-0.0740,-0.2280,0.244
0.143042,0.0680,-0.0660,-0.3080,0.322
0.147317,0.0690,-0.0700,-0.3610,0.374
0.151976,0.0590,-0.0320,-0.3880,0.394
0.156696,0.0220,0.0060,-0.3330,0.334
0.161509,-0.0140,0.0000,-0.2910,0.291
0.166250,-0.0100,0.0410,-0.2100,0.214
0.170915,-0.0070,0.0550,-0.1420,0.152
0.176233,0.0090,0.0690,-0.0470,0.084
0.180385,-0.0020,0.0660,0.0340,0.074
0.185129,-0.0010,0.0530,0.1290,0.139
0.189843,-0.0550,0.0000,0.2110,0.218
0.199365,-0.0700,-0.0280,0.2380,0.250
0.199887,-0.0650,-0.0620,0.2640,0.279
0.204963,-0.0670,-0.0900,0.2780,0.300
0.210426,-0.0410,-0.0920,0.2780,0.296
0.213548,-0.0570,-0.1220,0.2250,0.262
0.218324,-0.0290,-0.1030,0.1550,0.188
0.223039,0.0090,-0.1070,0.0880,0.139
0.227899,0.0070,-0.0980,0.0350,0.104
0.232495,-0.0070,-0.0610,-0.0310,0.069
0.237222,-0.0590,-0.0760,-0.1130,0.148
0.242656,-0.1270,-0.0800,-0.2070,0.256
0.246656,-0.2900,-0.0440,-0.2880,0.411
0.251346,-0.3700,-0.0340,-0.3420,0.505
0.256166,-0.3960,0.0220,-0.3820,0.551
0.260901,-0.3500,0.0460,-0.3270,0.481
0.265619,-0.3470,0.0300,-0.3400,0.487
0.270571,-0.2920,-0.0130,-0.3940,0.491
0.275831,-0.2230,-0.0710,-0.3940,0.458
0.279910,-0.1550,-0.1000,-0.3530,0.398
0.284567,-0.0760,-0.0730,-0.2980,0.316
0.289325,-0.0110,-0.0470,-0.1750,0.182
0.297620,0.0480,-0.0330,-0.0520,0.078
0.299109,0.0830,0.0060,0.0700,0.109
0.303887,0.1190,0.0460,0.1660,0.209
0.309203,0.1280,0.0710,0.2210,0.265
0.313217,0.1060,0.0810,0.2230,0.260
0.317816,0.0630,0.0770,0.2100,0.232
0.322533,-0.0180,0.0850,0.1160,0.145
0.327327,-0.1390,0.1210,0.0080,0.184
0.331992,-0.2940,0.1430,-0.1380,0.355
0.338398,-0.4790,0.2300,-0.2720,0.597
0.341710,-0.6660,0.3180,-0.3930,0.836
0.346215,-0.8110,0.4050,-0.5000,1.035
0.350867,-0.8940,0.4650,-0.6010,1.173
0.355660,-0.9910,0.5340,-0.7210,1.337
0.360509,-1.0810,0.6230,-0.8290,1.498
0.365159,-1.1170,0.6720,-0.8550,1.559
0.370278,-1.0400,0.6480,-0.8700,1.503
0.374827,-1.0430,0.6790,-0.7860,1.472
0.379547,-1.0560,0.7050,-0.6490,1.426
0.384158,-1.0710,0.6780,-0.4590,1.348
0.388867,-0.9920,0.6070,-0.2730,1.195
0.396983,-0.9890,0.5640,-0.0410,1.139
0.398507,-1.0080,0.5120,0.1890,1.146
0.403109,-1.0420,0.4060,0.4070,1.190
0.407779,-1.0110,0.2660,0.6230,1.217
0.412483,-0.9970,0.1740,0.8000,1.290
0.417161,-1.0170,0.0810,0.9220,1.375
0.422059,-1.0110,0.0020,1.0030,1.424
0.426800,-0.9450,-0.0330,1.0380,1.404
0.431470,-0.8360,-0.0970,1.0370,1.336
0.436463,-0.7590,-0.1100,0.9820,1.246
0.441086,-0.6540,-0.1360,0.9000,1.121
0.445748,-0.5640,-0.1030,0.7990,0.983
0.450413,-0.4640,-0.1270,0.6760,0.830
0.455280,-0.4190,-0.1400,0.5250,0.686
0.459924,-0.4130,-0.1520,0.4430,0.624
0.465646,-0.3280,-0.1360,0.3430,0.494
0.469561,-0.2880,-0.1050,0.2600,0.402
