time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001090,-0.2963,0.1818,-0.3118,0.467
0.006688,-0.3197,0.1740,-0.2055,0.418
0.008427,-0.3427,0.1663,-0.0907,0.392
0.017280,-0.3277,0.1396,-0.0100,0.356
0.017729,-0.3325,0.1367,0.0558,0.364
0.024448,-0.3379,0.1002,0.1022,0.367
0.028458,-0.2297,0.0352,0.1007,0.253
0.034378,0.4616,-0.1913,0.2513,0.559
0.045301,0.6057,-0.2029,0.3769,0.742
0.046035,0.4059,-0.0010,0.3734,0.551
0.052441,0.2165,0.1089,0.3414,0.419
0.053154,-0.0430,0.2226,0.3288,0.399
0.058061,-0.2577,0.3020,0.2640,0.477
0.063425,-0.3279,0.3571,0.2331,0.538
0.068355,-0.3071,0.3975,0.2830,0.577
0.072778,-0.2294,0.4185,0.2851,0.556
0.078767,-0.0901,0.4060,0.2302,0.475
0.084237,0.0440,0.3604,0.2137,0.421
0.089573,0.1491,0.3246,0.2021,0.410
0.093947,0.1774,0.3366,0.2238,0.441
0.099578,0.1861,0.3531,0.2785,0.487
0.107466,0.1562,0.3645,0.3187,0.509
0.108001,0.0974,0.3707,0.3491,0.518
0.118536,0.0287,0.3766,0.3698,0.529
0.119106,-0.0356,0.4056,0.3999,0.571
0.131036,-0.0717,0.4054,0.3776,0.559
0.131913,-0.0893,0.3950,0.3461,0.533
0.136264,-0.1216,0.4079,0.2817,0.510
0.139713,-0.1447,0.4201,0.1942,0.485
0.144536,-0.1584,0.4318,0.0932,0.469
0.149729,-0.1389,0.4243,-0.0117,0.447
0.154054,-0.0862,0.4071,-0.0872,0.425
0.158820,-0.0574,0.3997,-0.2001,0.451
0.164700,-0.0334,0.4071,-0.3168,0.517
0.168417,0.0048,0.4148,-0.3946,0.573
0.174800,-0.0517,0.3949,-0.4291,0.585
0.185671,-0.0690,0.3806,-0.4065,0.561
0.186467,-0.0620,0.3384,-0.3508,0.491
0.189207,-0.0927,0.3016,-0.2719,0.417
0.194178,-0.1043,0.3032,-0.1651,0.361
0.200102,-0.1113,0.2383,-0.1114,0.286
0.207314,-0.0806,0.1690,-0.0534,0.195
0.209904,-0.0411,0.0763,-0.0291,0.091
0.215023,-0.0496,0.0599,-0.0334,0.085
0.219570,-0.0914,0.0622,-0.0139,0.111
0.225021,-0.0764,0.0878,0.0387,0.123
0.229345,-0.0714,0.0985,0.0244,0.124
0.240900,-0.0576,0.0756,0.0104,0.096
0.241453,-0.0064,0.0333,-0.0225,0.041
0.244273,0.0534,0.0149,-0.0694,0.089
0.252816,0.0982,0.0058,-0.1347,0.167
0.254765,0.1041,0.0111,-0.1758,0.205
0.258934,0.1047,0.0164,-0.1975,0.224
0.264643,0.1000,0.0076,-0.2143,0.237
0.268918,0.1048,0.0135,-0.2737,0.293
0.274345,0.1192,0.0196,-0.3184,0.341
0.279818,0.1245,0.0166,-0.3390,0.362
0.284692,0.1395,0.0096,-0.3548,0.381
