time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002835,0.0850,-0.0570,0.0660,0.122
0.003675,0.0590,-0.0700,0.2160,0.235
0.011972,-0.0040,-0.0690,0.3250,0.332
0.013371,-0.0140,-0.0850,0.3660,0.376
0.020617,-0.0240,-0.0450,0.3240,0.328
0.021411,-0.0350,-0.0330,0.2150,0.220
0.026499,-0.0600,-0.0080,0.0920,0.110
0.030692,-0.0430,0.0290,-0.0170,0.055
0.036462,-0.0430,0.0550,-0.1120,0.132
0.040345,-0.0300,0.0680,-0.1670,0.183
0.046097,-0.0320,0.0820,-0.1670,0.189
0.049643,-0.0180,0.0800,-0.1680,0.187
0.054537,-0.0070,0.0670,-0.1130,0.132
0.059172,-0.0080,0.0680,-0.0860,0.110
0.068409,0.0170,0.0420,-0.0440,0.063
0.069395,0.0400,0.0140,0.0090,0.043
0.073389,0.0390,0.0140,0.0500,0.065
0.078114,0.0390,-0.0120,0.0770,0.087
0.082823,0.0400,0.0010,0.0770,0.087
0.087464,0.0370,0.0000,0.0900,0.097
0.092503,0.0380,0.0000,0.0630,0.074
0.097164,0.0380,0.0120,0.0350,0.053
0.102725,0.0510,0.0250,-0.0050,0.057
0.106774,0.0600,0.0370,-0.0320,0.077
0.111713,0.0590,0.0360,-0.0460,0.083
0.116014,0.0720,0.0360,-0.0460,0.093
0.120701,0.0450,0.0360,-0.0460,0.074
0.125406,0.0290,0.0350,-0.0330,0.056
0.130264,0.0280,0.0350,-0.0060,0.045
0.135415,0.0010,0.0210,0.0070,0.022
0.139686,0.0020,0.0210,0.0200,0.029
0.144361,0.0150,0.0320,0.0330,0.048
0.149170,0.0020,0.0190,0.0330,0.038
0.155469,-0.0100,0.0050,0.0470,0.048
0.158637,-0.0230,0.0190,0.0330,0.044
0.166511,-0.0210,0.0040,0.0330,0.039
0.168539,-0.0070,0.0170,-0.0070,0.020
0.172878,-0.0070,-0.0090,-0.0210,0.024
0.177626,-0.0200,-0.0090,-0.0340,0.040
0.182232,-0.0060,0.0040,-0.0480,0.049
0.187236,-0.0200,0.0040,-0.0480,0.052
0.191742,-0.0340,-0.0230,-0.0610,0.074
0.196576,-0.0340,-0.0090,-0.0610,0.070
0.202121,-0.0440,-0.0210,-0.0470,0.068
0.206397,-0.0580,-0.0070,-0.0330,0.067
0.217424,-0.0710,-0.0200,-0.0060,0.074
0.218145,-0.0580,-0.0200,-0.0060,0.062
0.222148,-0.0540,-0.0450,-0.0190,0.073
0.225602,-0.0400,-0.0300,0.0080,0.051
0.229791,-0.0670,-0.0170,0.0210,0.072
0.234596,-0.0260,-0.0170,-0.0050,0.031
0.239071,-0.0370,-0.0280,-0.0180,0.050
0.244097,0.0030,-0.0280,-0.0040,0.028
0.248528,0.0160,-0.0420,-0.0180,0.048
0.253561,0.0020,-0.0280,-0.0320,0.043
0.258099,0.0150,-0.0250,-0.0440,0.053
0.266489,0.0550,-0.0120,-0.0310,0.064
0.267706,0.0410,-0.0110,-0.0440,0.061
0.272293,0.0410,-0.0110,-0.0580,0.072
0.277319,0.0130,-0.0100,-0.0170,0.024
0.282456,0.0260,0.0160,-0.0170,0.035
0.286630,0.0260,0.0030,-0.0170,0.031
0.291114,0.0390,0.0030,-0.0030,0.039
0.296835,0.0490,0.0030,-0.0170,0.052
0.300712,0.0490,0.0030,-0.0030,0.049
0.305698,0.0350,0.0030,0.0230,0.042
0.310525,0.0350,-0.0100,0.0090,0.037
0.315014,0.0330,-0.0090,0.0090,0.035
0.319923,0.0330,0.0030,0.0090,0.034
0.326020,0.0330,-0.0100,-0.0030,0.035
0.329424,0.0320,0.0030,-0.0030,0.032
0.335302,0.0180,0.0030,-0.0310,0.036
0.338651,0.0170,0.0170,-0.0170,0.029
0.343245,0.0030,0.0170,-0.0310,0.035
0.348012,0.0170,0.0300,-0.0170,0.038
0.352899,0.0150,0.0280,-0.0040,0.032
0.357420,0.0150,0.0150,-0.0180,0.028
0.366422,0.0010,0.0150,-0.0040,0.016
0.367201,0.0010,0.0280,-0.0040,0.028
0.371712,-0.0100,0.0260,-0.0040,0.028
0.376859,0.0030,0.0120,0.0080,0.015
