time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001020,0.4540,0.1991,0.3973,0.635
0.004304,0.4730,0.1742,0.5402,0.739
0.008906,0.5195,0.1167,0.6296,0.825
0.017880,0.8706,-0.0380,0.2490,0.906
0.018330,1.1394,0.0438,-0.3739,1.200
0.028264,1.1684,0.0989,-0.6540,1.343
0.028718,0.9603,0.1546,-0.2631,1.008
0.032757,0.7110,0.1807,0.2234,0.767
0.038738,0.5254,0.2144,0.5059,0.760
0.043658,0.4512,0.2125,0.5819,0.766
0.049962,0.4926,0.1753,0.5340,0.747
0.053997,0.5822,0.1462,0.4487,0.749
0.060789,0.6858,0.1399,0.3548,0.785
0.063544,0.7783,0.1563,0.2808,0.842
0.071778,0.8023,0.1957,0.2077,0.852
0.072505,0.7863,0.2534,0.0785,0.830
0.081960,0.7307,0.3389,0.0170,0.806
0.082587,0.6450,0.4474,-0.0201,0.785
0.088830,0.5731,0.5643,-0.1374,0.816
0.093996,0.5210,0.6472,-0.2869,0.879
0.098503,0.5276,0.6773,-0.4161,0.954
0.104163,0.5791,0.6979,-0.5016,1.036
0.108780,0.5946,0.7378,-0.5296,1.086
0.116757,0.6027,0.7399,-0.4911,1.073
0.118518,0.5650,0.7329,-0.4340,1.022
0.126453,0.5141,0.7024,-0.3490,0.938
0.128917,0.4589,0.6722,-0.2506,0.852
0.138127,0.4223,0.6279,-0.1719,0.776
0.138607,0.3897,0.5552,-0.0891,0.684
0.143991,0.3752,0.4873,-0.0400,0.616
0.149146,0.3601,0.4096,0.0277,0.546
0.153868,0.2971,0.3741,0.0759,0.484
0.160130,0.2292,0.3564,0.0574,0.428
0.163828,0.1376,0.3375,-0.0083,0.365
0.171091,0.0416,0.3792,-0.0923,0.392
0.173006,-0.0684,0.4432,-0.2751,0.526
0.182714,-0.1583,0.5112,-0.5515,0.768
0.183236,-0.2515,0.5745,-0.8208,1.033
0.188436,-0.3096,0.6148,-1.0500,1.256
0.195073,-0.3332,0.6238,-1.1967,1.390
0.199355,-0.3366,0.5924,-1.2475,1.422
0.204963,-0.3299,0.5308,-1.2079,1.360
0.210042,-0.3370,0.4390,-1.0882,1.221
0.215725,-0.3202,0.3170,-0.8936,1.001
0.219015,-0.3085,0.1695,-0.6866,0.772
0.227375,-0.3067,0.0532,-0.4956,0.585
0.230100,-0.3148,-0.0564,-0.2873,0.430
0.240109,-0.3471,-0.1596,-0.0997,0.395
0.240651,-0.3463,-0.2190,0.0816,0.418
0.251605,-0.3508,-0.2781,0.2946,0.536
0.252050,-0.3463,-0.3091,0.4822,0.669
0.254510,-0.3043,-0.2843,0.5925,0.724
0.264528,-0.2158,-0.2474,0.6213,0.703
0.265161,-0.1616,-0.1842,0.5930,0.642
0.273655,-0.1507,-0.0615,0.4653,0.493
0.274259,-0.1637,0.1157,0.2819,0.346
0.285082,-0.2142,0.3001,0.0763,0.377
0.285671,-0.2834,0.4968,-0.0896,0.579
0.297365,-0.3712,0.6967,-0.2588,0.831
0.298352,-0.4680,0.8669,-0.4551,1.085
0.298896,-0.5165,1.0035,-0.6546,1.305
0.306662,-0.5408,1.1119,-0.7861,1.465
0.308628,-0.5322,1.1806,-0.8518,1.550
0.319996,-0.5229,1.2126,-0.9030,1.600
0.321088,-0.5076,1.2034,-0.9018,1.587
0.323822,-0.4906,1.1529,-0.8486,1.513
0.329512,-0.4864,1.0850,-0.7293,1.395
0.334861,-0.4715,0.9998,-0.5492,1.234
0.339260,-0.4655,0.9205,-0.3607,1.093
0.344543,-0.4596,0.8232,-0.1545,0.955
0.349651,-0.4592,0.7456,0.0552,0.877
0.355562,-0.4411,0.6587,0.2210,0.823
0.360757,-0.4058,0.5858,0.3430,0.791
0.364229,-0.3629,0.5030,0.3836,0.729
0.370073,-0.3120,0.4390,0.3337,0.634
0.374688,-0.2814,0.3842,0.3222,0.575
0.378980,-0.2468,0.3716,0.2253,0.500
0.384018,-0.1121,0.3065,-0.0376,0.329
0.390684,-0.2398,0.3224,0.1675,0.435
0.395641,-0.2992,0.4181,0.1049,0.525
0.400060,-0.3047,0.4032,-0.0573,0.509
0.405366,-0.3523,0.4543,-0.0139,0.575
0.411663,-0.3753,0.5235,-0.0231,0.645
0.416424,-0.3552,0.5249,-0.0607,0.637
0.419613,-0.3539,0.5256,-0.1505,0.651
0.425483,-0.3620,0.5449,-0.2112,0.687
0.429623,-0.3799,0.5969,-0.2191,0.741
0.434787,-0.4270,0.6101,-0.1792,0.766
0.439099,-0.4796,0.6176,-0.1490,0.796
0.445584,-0.4905,0.6051,-0.1426,0.792
0.450966,-0.5504,0.6104,-0.0408,0.823
0.456178,-0.6289,0.6311,-0.0343,0.892
0.460125,-0.6273,0.5977,-0.1749,0.884
0.466308,-0.6555,0.6105,-0.2950,0.943
0.470393,-0.6798,0.6173,-0.4662,1.030
0.475457,-0.6902,0.6138,-0.6311,1.119
0.480825,-0.6767,0.6241,-0.7992,1.219
0.485211,-0.6817,0.6340,-0.9707,1.345
0.491526,-0.6666,0.6298,-1.0981,1.431
0.495111,-0.6411,0.6310,-1.1438,1.455
0.499825,-0.6150,0.5998,-1.1228,1.414
0.505814,-0.5457,0.5460,-1.1353,1.373
0.511178,-0.6716,0.5314,-0.8200,1.186
0.516565,-0.7109,0.4882,-0.6974,1.109
0.520830,-0.6784,0.4215,-0.6564,1.034
0.525182,-0.7034,0.3598,-0.4923,0.931
0.531117,-0.7805,0.2980,-0.3199,0.895
0.535176,-0.7761,0.2075,-0.3531,0.878
0.539762,-0.7851,0.1169,-0.3670,0.874
0.546783,-0.7887,0.0404,-0.3569,0.867
0.551534,-0.7684,-0.0648,-0.3182,0.834
0.555430,-0.7630,-0.1507,-0.3036,0.835
0.560157,-0.7773,-0.2511,-0.2936,0.868
0.566548,-0.7970,-0.3184,-0.3072,0.912
0.570057,-0.8462,-0.3390,-0.3062,0.962
0.575287,-0.8861,-0.3369,-0.4237,1.038
0.581141,-0.8972,-0.3552,-0.5922,1.132
0.584971,-0.9457,-0.3222,-0.7971,1.278
0.591406,-0.9975,-0.2759,-1.0098,1.446
0.596809,-1.0386,-0.2016,-1.2349,1.626
0.602146,-1.0973,-0.1183,-1.4677,1.836
0.606112,-1.1448,-0.0684,-1.6701,2.026
0.610924,-1.2100,-0.0086,-1.7998,2.169
0.615581,-1.2881,0.0376,-1.8763,2.276
0.620963,-1.3554,0.0988,-1.9191,2.352
0.626404,-1.4032,0.1327,-1.9548,2.410
0.630768,-1.4124,0.1293,-2.0240,2.471
0.635608,-1.3827,0.1080,-2.0644,2.487
0.641524,-1.3284,0.0835,-2.1193,2.503
0.646750,-1.2875,0.0413,-2.1361,2.494
0.651494,-1.2596,-0.0136,-2.1055,2.453
0.655451,-1.2307,-0.0337,-1.9942,2.344
0.660669,-1.2396,-0.0718,-1.8837,2.256
0.666389,-1.2344,-0.0899,-1.7786,2.167
0.671127,-1.2678,-0.1073,-1.6454,2.080
0.676665,-1.2685,-0.1147,-1.5510,2.007
0.681136,-1.2558,-0.1312,-1.5095,1.968
0.686193,-1.2201,-0.1567,-1.4874,1.930
0.691557,-1.2089,-0.1671,-1.4749,1.914
0.695617,-1.2214,-0.1673,-1.5008,1.942
0.702482,-1.2046,-0.1521,-1.5078,1.936
0.706371,-1.1722,-0.1169,-1.4387,1.859
0.715029,-1.1333,-0.0855,-1.3130,1.737
0.715918,-1.1071,-0.0343,-1.1499,1.597
0.721942,-1.0412,0.0364,-0.9353,1.400
0.726792,-0.9504,0.1024,-0.7170,1.195
0.731956,-0.8827,0.1926,-0.5141,1.039
0.736736,-0.8102,0.2593,-0.3693,0.927
0.742248,-0.7094,0.2986,-0.3256,0.836
0.747023,-0.5803,0.2875,-0.3205,0.723
0.751687,-0.4608,0.2415,-0.2731,0.588
0.757075,-0.3410,0.1373,-0.0740,0.375
0.760842,-0.2158,0.0040,0.2573,0.336
0.766683,-0.0667,-0.1923,0.7535,0.781
0.772665,0.1064,-0.4190,1.3429,1.411
0.776646,0.2605,-0.7014,2.0108,2.146
0.781929,0.4379,-0.9834,2.7193,2.925
0.787795,0.6039,-1.2330,3.4587,3.721
0.792149,0.7100,-1.4757,4.0052,4.327
0.796824,0.8655,-1.6838,4.4024,4.792
0.802042,1.0647,-1.8059,4.6942,5.141
0.807423,1.1932,-1.8092,4.7473,5.219
0.814677,1.2802,-1.6990,4.5198,4.995
0.816458,1.2931,-1.4511,4.0078,4.454
0.822598,1.2324,-1.0644,3.2839,3.665
0.827539,1.1176,-0.7089,2.4390,2.775
0.831750,1.0015,-0.4197,1.4446,1.807
0.837235,0.9371,-0.1785,0.2625,0.989
0.842653,0.8828,-0.0007,-0.8735,1.242
0.846573,0.8170,0.0218,-1.7018,1.888
0.852606,0.6381,0.0108,-1.9806,2.081
0.857423,0.6686,-0.5306,-1.4067,1.645
0.862309,0.7853,-1.1359,-0.3022,1.414
0.866940,0.7305,-1.4517,1.3173,2.092
0.871661,0.7172,-1.7182,3.2316,3.730
0.877320,0.7215,-2.0119,5.0585,5.492
0.882884,0.7153,-2.2170,6.4365,6.845
0.887677,0.8147,-2.3360,7.2576,7.668
0.891864,0.9828,-2.3175,7.5429,7.952
0.897555,1.1879,-2.1614,7.3561,7.759
0.902365,1.3470,-1.8850,6.6796,7.070
0.908047,1.4076,-1.5101,5.7058,6.068
0.915186,1.3674,-1.1109,4.5595,4.888
0.917939,1.2730,-0.7231,3.3841,3.687
0.922374,1.1522,-0.3403,2.2942,2.590
0.927340,1.0566,0.0294,1.4228,1.772
0.932058,0.9750,0.2916,0.7784,1.281
0.938007,0.9382,0.4187,0.3649,1.090
0.942951,0.9667,0.4207,0.2243,1.078
0.947954,1.0082,0.3832,0.3604,1.137
0.952753,1.0184,0.2670,0.7057,1.267
0.958194,1.0384,0.1381,1.1593,1.562
0.961872,1.0563,-0.0140,1.5874,1.907
0.968358,1.0792,-0.1564,1.9712,2.253
0.972515,1.0717,-0.2995,2.2537,2.513
0.977447,1.0563,-0.4010,2.4114,2.663
0.983368,1.0040,-0.4279,2.4686,2.699
0.988998,0.9385,-0.4430,2.4305,2.643
0.993079,0.8269,-0.4417,2.2402,2.428
0.998364,0.7134,-0.4050,1.9840,2.147
1.002693,0.6041,-0.3473,1.6191,1.763
1.008229,0.4905,-0.2588,1.2748,1.390
1.013627,0.3782,-0.1775,0.9366,1.026
1.018439,0.2676,-0.0648,0.6617,0.717
1.023907,0.2063,0.0171,0.4261,0.474
1.027630,0.1466,0.0826,0.1675,0.237
1.033979,0.0928,0.1700,-0.0806,0.210
1.037291,0.0828,0.2367,-0.3182,0.405
1.043461,0.0968,0.3021,-0.5120,0.602
1.048139,0.0819,0.3568,-0.7003,0.790
1.054201,0.0662,0.3915,-0.8926,0.977
1.058249,0.0067,0.4161,-1.1034,1.179
1.062471,-0.0490,0.4544,-1.3324,1.409
1.069596,-0.0721,0.4877,-1.5560,1.632
1.073325,-0.0960,0.4736,-1.7883,1.852
1.078293,-0.0871,0.4602,-2.0295,2.083
1.082535,-0.0355,0.4194,-2.2604,2.299
1.088951,-0.0078,0.3611,-2.4574,2.484
