time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001840,0.1703,-0.0350,-0.3379,0.380
0.002410,0.1030,-0.0251,0.0688,0.126
0.008976,0.0564,-0.0301,0.1349,0.149
0.012072,0.0585,-0.0306,0.0010,0.066
0.018353,0.0326,-0.0311,-0.1127,0.121
0.023017,0.0207,-0.0029,-0.0403,0.045
0.029019,0.0038,0.0297,0.0077,0.031
0.032205,-0.0230,0.0287,0.0649,0.075
0.040465,0.0021,0.0276,0.1405,0.143
0.042058,-0.0206,0.0217,0.1348,0.138
0.051265,-0.0241,0.0109,0.1149,0.118
0.052143,-0.0181,-0.0043,0.1047,0.106
0.057264,-0.0126,0.0139,0.1231,0.124
0.062659,-0.0363,0.0036,0.0606,0.071
0.069378,-0.0409,0.0744,-0.1011,0.132
0.077290,0.0068,0.0406,-0.0239,0.048
0.078147,0.0203,-0.0259,0.0811,0.088
0.085958,0.0002,-0.0301,0.1093,0.113
0.090015,0.0086,-0.0436,0.0707,0.084
0.097622,0.0029,-0.0476,0.0088,0.048
0.099011,-0.0166,-0.0420,-0.0574,0.073
0.103055,-0.0213,-0.0556,-0.0519,0.079
0.110325,-0.0162,-0.0501,-0.0416,0.067
0.113751,-0.0345,-0.0354,-0.0078,0.050
0.120215,-0.0289,-0.0163,0.0068,0.034
0.122859,-0.0140,0.0074,-0.0262,0.031
0.129891,0.0053,0.0118,-0.0209,0.025
0.132348,0.0239,0.0305,0.0128,0.041
0.143502,0.0465,0.0302,0.0795,0.097
0.144193,0.0496,0.0252,0.1124,0.125
0.152943,0.0436,0.0296,0.0311,0.061
0.153790,0.0762,0.0101,0.1214,0.144
0.159136,0.0371,-0.0049,0.1634,0.168
0.167712,-0.0061,-0.0247,0.0246,0.035
0.168732,0.0277,-0.0589,-0.0703,0.096
0.174714,0.0430,-0.0880,-0.0933,0.135
0.179113,0.0159,-0.0647,-0.0496,0.083
0.184716,0.0037,-0.0414,-0.0395,0.057
0.188624,0.0060,-0.0465,-0.0152,0.049
