time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003802,0.0230,-0.0390,0.0420,0.062
0.005331,0.0120,-0.0800,0.1100,0.137
0.010643,0.0130,-0.0640,0.1370,0.152
0.016008,0.0410,-0.0510,0.1370,0.152
0.019472,0.0130,-0.0240,0.0960,0.100
0.024403,0.0260,-0.0240,0.0420,0.055
0.028635,0.0360,-0.0100,-0.0380,0.053
0.033433,0.0490,0.0030,-0.0790,0.093
0.037979,0.0480,0.0160,-0.0930,0.106
0.045797,0.0340,-0.0100,-0.1060,0.112
0.047604,0.0580,-0.0210,-0.0510,0.080
0.052942,0.0720,-0.0340,0.0030,0.080
0.056975,0.0180,-0.0340,0.0440,0.058
0.062023,0.0200,-0.0200,0.0980,0.102
0.066878,-0.0170,-0.0330,0.1390,0.144
0.071018,-0.0160,-0.0190,0.1390,0.141
0.076100,-0.0150,-0.0330,0.1250,0.130
0.080620,0.0250,-0.0330,0.0980,0.106
0.085861,0.0110,-0.0060,0.0700,0.071
0.090174,0.0110,-0.0200,0.0430,0.049
0.094674,-0.0010,0.0070,-0.0100,0.012
0.100046,0.0110,0.0210,-0.0510,0.056
0.104167,0.0100,0.0210,-0.0920,0.095
0.109210,-0.0160,0.0490,-0.1050,0.117
0.113614,0.0650,0.0220,-0.0780,0.104
0.118630,0.0520,-0.0180,-0.0510,0.075
0.128599,0.0100,-0.0160,-0.0230,0.030
0.129519,0.0240,-0.0160,0.0030,0.029
0.133121,0.0240,-0.0290,0.0170,0.041
0.137488,0.0100,-0.0420,0.0310,0.053
0.142850,0.0100,-0.0280,0.0580,0.065
0.148248,-0.0030,-0.0410,0.0990,0.107
0.151651,-0.0180,-0.0280,0.0990,0.104
0.156644,0.0080,-0.0140,0.0990,0.100
0.161001,0.0070,-0.0020,0.0850,0.085
0.166003,0.0200,-0.0020,0.0720,0.075
0.170521,0.0460,-0.0030,0.0580,0.074
0.176670,0.0600,-0.0030,0.0450,0.075
0.180167,0.0560,0.0090,0.0170,0.059
0.185831,0.0290,0.0360,0.0310,0.056
0.189695,0.0170,0.0630,0.0170,0.067
0.194175,0.0040,0.0360,0.0170,0.040
0.199059,-0.0190,0.0210,0.0300,0.041
0.203863,-0.0180,-0.0190,0.0160,0.031
0.208869,-0.0170,-0.0050,0.0300,0.035
0.213258,-0.0300,-0.0050,0.0300,0.043
0.217895,-0.0400,-0.0050,0.0300,0.050
0.222488,-0.0250,0.0080,0.0430,0.050
0.227916,-0.0110,-0.0050,0.0290,0.031
0.236085,0.0020,-0.0050,0.0290,0.029
0.236719,-0.0100,0.0070,0.0150,0.019
0.241645,-0.0090,-0.0060,0.0150,0.018
0.246804,-0.0230,-0.0200,0.0150,0.034
0.251498,0.0170,-0.0200,0.0150,0.030
0.255873,0.0040,-0.0190,0.0150,0.025
0.260700,-0.0500,-0.0330,0.0020,0.060
0.265544,-0.0770,-0.0470,-0.0790,0.120
0.269874,0.0460,-0.0190,-0.0520,0.072
0.275084,0.0320,-0.0050,0.0020,0.032
0.280104,-0.0070,-0.0190,0.0560,0.060
0.284267,0.0340,-0.0320,0.0970,0.108
0.289138,0.0350,-0.0320,0.1240,0.133
0.293611,0.0210,-0.0450,0.1380,0.147
0.298358,0.0340,-0.0320,0.1380,0.146
0.303093,0.0200,-0.0460,0.0970,0.109
0.308286,0.0050,-0.0190,0.0290,0.035
0.312924,0.0160,-0.0310,-0.0100,0.036
0.317437,0.0000,-0.0050,-0.0370,0.037
0.322348,0.0260,0.0080,-0.0510,0.058
0.326802,0.0120,0.0070,-0.0510,0.053
0.335342,0.0360,-0.0050,-0.0510,0.063
0.336333,0.0350,0.0080,-0.0370,0.052
0.341217,0.0220,-0.0050,-0.0370,0.043
0.346234,0.0230,-0.0040,-0.0510,0.056
0.350661,0.0350,-0.0030,-0.0370,0.051
0.355183,0.0350,-0.0170,0.0030,0.039
0.360157,0.0230,-0.0440,0.0580,0.076
0.365529,0.0240,-0.0160,0.0580,0.065
0.369511,0.0100,-0.0290,0.0850,0.090
0.374361,0.0100,-0.0290,0.0990,0.104
0.379350,-0.0030,-0.0280,0.0850,0.090
0.383621,0.0090,-0.0280,0.0850,0.090
0.392776,0.0090,0.0100,0.0580,0.060
0.393583,-0.0050,0.0100,0.0310,0.033
0.398232,0.0210,-0.0030,0.0030,0.021
0.402508,0.0210,0.0100,0.0170,0.029
0.407767,0.0070,-0.0030,0.0310,0.032
0.412117,0.0070,-0.0170,0.0440,0.048
0.416755,-0.0050,-0.0040,0.0580,0.058
0.421918,-0.0180,0.0230,0.0440,0.053
0.426191,-0.0420,0.0340,0.0020,0.054
0.435066,-0.1230,0.0470,-0.0920,0.161
0.435974,-0.0120,0.0750,-0.0650,0.100
0.440832,-0.0240,0.0480,-0.0380,0.066
0.446062,-0.0340,0.0190,0.0150,0.042
0.450214,-0.0050,-0.0070,0.0420,0.043
0.454759,0.0230,0.0060,0.0560,0.061
0.461626,-0.0030,0.0070,0.0960,0.096
0.464619,-0.0270,-0.0070,0.0820,0.087
0.469112,0.0000,0.0060,0.0690,0.069
0.473830,0.0000,0.0200,0.0280,0.034
0.478539,0.0000,0.0200,0.0140,0.024
0.483244,0.0260,0.0190,-0.0120,0.034
0.488290,0.0260,0.0190,0.0010,0.032
0.492539,0.0260,-0.0210,0.0140,0.036
0.497397,0.0140,-0.0340,0.0410,0.055
0.502414,0.0010,-0.0330,0.0420,0.053
0.506911,-0.0110,-0.0320,0.0830,0.090
