time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001467,0.7130,-0.3400,1.9960,2.147
0.001935,0.5660,-0.2850,1.4430,1.576
0.005997,0.4060,-0.2320,0.8900,1.005
0.010523,0.2210,-0.1660,0.3510,0.447
0.019724,0.0510,-0.0970,-0.1330,0.172
0.020055,-0.0750,-0.0400,-0.5500,0.557
0.024308,-0.1880,0.0070,-0.8590,0.879
0.029035,-0.1910,0.0330,-1.0330,1.051
0.034542,-0.1780,0.0360,-1.1130,1.128
0.038922,-0.1220,0.0580,-1.0700,1.078
0.044203,-0.0250,0.0560,-0.9210,0.923
0.052681,0.0740,0.0860,-0.7300,0.739
0.053485,0.1890,0.1460,-0.4730,0.530
0.057915,0.3190,0.1940,-0.2300,0.439
0.062310,0.4360,0.2570,0.0000,0.506
0.069824,0.4990,0.2930,0.1880,0.608
0.071741,0.5360,0.3010,0.3220,0.694
0.076830,0.5170,0.3070,0.4300,0.739
0.082498,0.4980,0.2990,0.4560,0.738
0.086130,0.4360,0.2880,0.4820,0.711
0.090974,0.3720,0.2610,0.4550,0.643
0.096158,0.3060,0.1920,0.4010,0.540
0.100639,0.2380,0.0940,0.3470,0.431
0.105248,0.1260,0.0620,0.2520,0.288
0.111005,0.0540,0.0150,0.1850,0.193
0.115230,-0.0310,-0.0040,0.0910,0.096
0.119781,-0.0770,-0.0240,-0.0010,0.081
0.123996,-0.0820,-0.0440,-0.0950,0.133
0.128968,-0.0730,-0.0780,-0.1760,0.206
0.133457,-0.0340,-0.0700,-0.2560,0.268
0.138472,0.0040,-0.1290,-0.3640,0.386
0.143111,0.0870,-0.1450,-0.3910,0.426
0.148522,0.1300,-0.1610,-0.4180,0.466
0.152379,0.1750,-0.2020,-0.4450,0.519
0.156973,0.1930,-0.2020,-0.4310,0.514
0.162071,0.2090,-0.2050,-0.4060,0.501
0.166812,0.2520,-0.2160,-0.3250,0.465
0.171316,0.2960,-0.2260,-0.2580,0.453
0.176209,0.3390,-0.2510,-0.1220,0.439
0.181477,0.3940,-0.2070,-0.0020,0.445
0.185593,0.4170,-0.2450,0.0920,0.492
0.190222,0.4140,-0.2570,0.1730,0.517
0.195369,0.3700,-0.2840,0.2280,0.519
0.199494,0.2660,-0.3030,0.2780,0.490
0.211113,0.2320,-0.3570,0.2650,0.501
0.211768,0.1310,-0.3860,0.2240,0.465
0.214090,0.0580,-0.4300,0.1430,0.457
0.221006,-0.0130,-0.4320,0.0700,0.438
0.223135,-0.0310,-0.4180,0.0020,0.419
0.228387,-0.0340,-0.3940,-0.0780,0.403
0.232885,-0.0220,-0.3690,-0.1180,0.388
0.238603,0.0030,-0.3240,-0.1900,0.376
0.242450,0.0720,-0.2810,-0.2310,0.371
0.247375,0.1420,-0.1990,-0.2450,0.346
0.252232,0.1860,-0.1570,-0.2590,0.355
0.256596,0.1770,-0.0720,-0.2730,0.333
0.261455,0.2220,-0.0280,-0.2870,0.364
0.266179,0.2260,0.0280,-0.2600,0.346
0.272200,0.2310,0.0850,-0.2610,0.359
0.275952,0.1820,0.1430,-0.2590,0.347
0.280573,0.1700,0.2120,-0.2730,0.385
0.285242,0.0910,0.2420,-0.2320,0.347
0.289865,0.0240,0.2980,-0.1920,0.355
0.294702,-0.0280,0.3050,-0.1330,0.334
0.299316,-0.0300,0.3300,-0.0780,0.340
0.304183,-0.0060,0.3170,-0.0100,0.317
0.308968,-0.0110,0.3030,0.0300,0.305
0.317907,-0.0280,0.2470,0.0740,0.259
0.318503,-0.0060,0.1490,0.1020,0.181
0.323317,-0.0240,0.0520,0.0750,0.094
0.327899,-0.1100,-0.0170,0.0350,0.117
0.332430,-0.1570,-0.0950,-0.0470,0.189
0.338123,-0.2660,-0.2050,-0.1420,0.365
0.342214,-0.3340,-0.2470,-0.2650,0.493
0.346739,-0.3870,-0.2890,-0.3330,0.587
0.351583,-0.3600,-0.3140,-0.4050,0.626
0.356053,-0.3400,-0.3250,-0.4460,0.648
0.361610,-0.2420,-0.3500,-0.4740,0.637
0.366110,-0.1840,-0.3470,-0.4470,0.595
0.370445,-0.0940,-0.3510,-0.3840,0.529
0.375159,-0.0240,-0.3720,-0.2760,0.464
0.380215,0.0850,-0.3670,-0.1690,0.413
0.384467,0.1390,-0.3340,-0.0740,0.369
0.389162,0.2050,-0.2960,0.0160,0.360
0.394079,0.2700,-0.2630,0.0560,0.381
0.398759,0.2530,-0.2320,0.0960,0.356
0.404262,0.2650,-0.2010,0.0540,0.337
0.408358,0.2210,-0.1990,0.0110,0.298
0.413247,0.1510,-0.1690,-0.0970,0.247
0.417689,0.0970,-0.1540,-0.2200,0.286
0.425848,0.0030,-0.1930,-0.3570,0.406
0.427441,-0.1090,-0.1850,-0.4950,0.540
0.432017,-0.1600,-0.1820,-0.6320,0.677
0.437611,-0.2100,-0.1660,-0.7140,0.763
0.441232,-0.2200,-0.1350,-0.7560,0.799
0.446137,-0.1910,-0.0550,-0.7150,0.742
0.451923,-0.1740,0.0030,-0.6480,0.671
0.455710,-0.1470,0.0620,-0.5400,0.563
0.460276,-0.1200,0.1220,-0.4180,0.452
0.466014,-0.0640,0.2050,-0.2930,0.363
0.470593,-0.0130,0.2350,-0.1850,0.299
0.474532,-0.0310,0.2540,-0.0770,0.267
0.479184,-0.0490,0.2440,0.0440,0.253
0.484133,-0.0760,0.2470,0.1280,0.288
0.489137,-0.1080,0.2480,0.1420,0.306
0.493631,-0.2090,0.2640,0.1820,0.383
0.500408,-0.3360,0.3060,0.1960,0.495
0.508390,-0.4710,0.3020,0.1570,0.581
0.509081,-0.5250,0.3540,0.1720,0.656
0.512476,-0.6210,0.4340,0.1170,0.767
0.516935,-0.7030,0.4870,0.0360,0.856
0.521570,-0.6830,0.4920,-0.0530,0.843
0.526385,-0.7170,0.5260,-0.1330,0.899
0.531093,-0.6990,0.5490,-0.1870,0.908
0.536150,-0.6400,0.5860,-0.2410,0.901
0.540677,-0.5820,0.6170,-0.3270,0.909
0.545339,-0.5040,0.6480,-0.4070,0.916
0.550158,-0.4440,0.6960,-0.4740,0.952
0.554929,-0.3570,0.7040,-0.5680,0.972
0.559606,-0.2780,0.6840,-0.6380,0.976
0.564530,-0.2300,0.7150,-0.6630,1.002
0.569160,-0.1850,0.7240,-0.6760,1.008
0.573767,-0.1810,0.7630,-0.7160,1.062
0.578409,-0.2160,0.6920,-0.6630,0.982
0.583332,-0.2510,0.6740,-0.6210,0.950
